race,age_cat,offense_classification,offense_type,offense_subtype,recidivism,priors_count,juv_fel_count,juv_misd_count,juv_other_count,source
White,25 - 45,M,Property,Theft,0,0,0,0,0,iowa
Black,25 - 45,F,Public Order,Traffic,1,13,0,0,0,compas
White,Greater than 45,F,Property,Theft,1,0,1,0,0,iowa
White,25 - 45,F,Other,Other Criminal,1,0,0,0,0,iowa
Hispanic,Greater than 45,F,Public Order,OWI,0,1,0,0,0,iowa
White,25 - 45,F,Property,Burglary,0,4,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,1,0,0,0,iowa
Black,25 - 45,F,Drug,Other Drug,0,5,2,0,0,compas
White,25 - 45,F,Drug,Drug Possession,0,0,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,7,0,0,0,iowa
Native American,25 - 45,F,Public Order,OWI,1,6,0,0,0,iowa
White,25 - 45,F,Violent,Sex,0,4,1,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,0,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,2,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,1,7,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,3,0,0,0,iowa
Hispanic,25 - 45,F,Public Order,OWI,0,4,0,0,0,iowa
White,25 - 45,F,Property,Burglary,0,2,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,0,5,0,0,0,iowa
White,25 - 45,M,Violent,Assault,0,0,0,0,0,compas
White,25 - 45,F,Public Order,Weapons,1,11,0,0,0,iowa
White,25 - 45,M,Other,Other Criminal,1,0,0,0,0,iowa
White,25 - 45,F,Violent,Assault,0,3,0,0,0,iowa
Black,Greater than 45,F,Drug,Trafficking,0,2,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,9,1,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,1,2,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,2,0,0,0,iowa
White,25 - 45,M,Violent,Assault,1,1,0,0,0,iowa
White,Greater than 45,F,Other,Other Criminal,0,5,0,0,0,iowa
White,Greater than 45,F,Violent,Assault,0,0,0,0,0,iowa
Black,25 - 45,F,Property,Theft,1,18,0,2,1,compas
White,Greater than 45,F,Other,Other Criminal,0,1,0,0,0,iowa
White,Less than 25,F,Property,Burglary,1,2,0,0,0,iowa
Hispanic,25 - 45,F,Violent,Assault,0,0,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,6,0,0,0,iowa
Black,25 - 45,M,Other,Other Criminal,1,1,0,0,0,compas
Black,25 - 45,M,Violent,Assault,0,1,0,0,0,compas
Black,25 - 45,F,Drug,Drug Possession,0,11,0,0,0,iowa
White,25 - 45,F,Property,Theft,1,2,0,0,0,iowa
White,Less than 25,M,Violent,Assault,0,0,0,0,0,iowa
White,25 - 45,F,Property,Forgery/Fraud,1,5,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,1,8,3,0,0,iowa
White,25 - 45,F,Property,Burglary,0,0,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,9,0,0,0,iowa
White,Greater than 45,F,Drug,Drug Possession,0,8,0,0,0,iowa
White,25 - 45,F,Public Order,OWI,1,2,0,0,0,iowa
White,Less than 25,F,Violent,Sex,1,0,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,4,0,0,0,iowa
Black,25 - 45,F,Violent,Sex,1,2,0,0,0,iowa
White,Less than 25,M,Property,Theft,1,0,0,0,0,iowa
Black,Less than 25,F,Property,Theft,0,1,0,0,0,compas
Asian,Less than 25,M,Property,Theft,0,0,0,0,0,iowa
White,25 - 45,F,Property,Forgery/Fraud,0,1,0,0,0,iowa
White,25 - 45,F,Property,Burglary,1,1,0,0,0,iowa
White,Less than 25,F,Drug,Trafficking,1,2,0,0,0,iowa
White,25 - 45,F,Violent,Assault,0,0,0,0,2,iowa
White,25 - 45,F,Drug,Trafficking,1,0,0,0,0,iowa
White,25 - 45,F,Property,Burglary,0,2,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,1,4,0,0,iowa
Black,25 - 45,M,Other,Other Criminal,0,2,0,0,0,iowa
White,Greater than 45,F,Violent,Robbery,1,0,0,0,0,iowa
Black,Greater than 45,F,Drug,Drug Possession,0,19,0,0,0,iowa
Hispanic,Greater than 45,F,Drug,Trafficking,0,5,0,0,0,iowa
Black,25 - 45,M,Other,Other Criminal,0,2,0,0,0,compas
White,Less than 25,F,Violent,Assault,0,0,0,0,1,iowa
White,Greater than 45,M,Violent,Sex,1,4,0,0,0,iowa
White,Greater than 45,F,Property,Stolen Property,0,11,0,0,0,iowa
White,Greater than 45,M,Public Order,Traffic,1,5,0,0,0,iowa
White,Less than 25,F,Property,Theft,0,0,0,0,4,iowa
White,25 - 45,F,Property,Theft,0,0,0,0,0,iowa
White,25 - 45,F,Property,Forgery/Fraud,0,1,0,0,0,iowa
Black,25 - 45,F,Property,Forgery/Fraud,0,3,0,0,0,iowa
White,Less than 25,M,Property,Forgery/Fraud,0,2,0,0,0,iowa
White,Greater than 45,M,Public Order,Alcohol,0,0,0,0,0,iowa
White,Less than 25,F,Violent,Other Violent,0,1,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,0,0,0,0,iowa
Asian,Greater than 45,F,Drug,Trafficking,0,5,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,1,5,0,0,0,iowa
White,25 - 45,F,Other,Other Criminal,1,6,1,0,0,iowa
White,Less than 25,F,Drug,Trafficking,0,0,0,0,0,iowa
White,25 - 45,M,Violent,Assault,1,0,0,0,0,iowa
Black,Greater than 45,M,Violent,Assault,0,0,0,0,0,iowa
White,25 - 45,M,Property,Theft,0,0,0,0,0,iowa
White,25 - 45,M,Other,Other Criminal,1,4,0,0,0,compas
White,25 - 45,F,Other,Other Criminal,0,9,0,0,0,iowa
Black,25 - 45,M,Violent,Assault,1,4,0,0,0,compas
Hispanic,25 - 45,F,Violent,Assault,1,8,0,0,0,compas
Black,25 - 45,M,Public Order,OWI,1,0,0,0,0,compas
White,Greater than 45,F,Violent,Sex,0,1,0,0,0,iowa
Black,25 - 45,F,Property,Theft,1,21,0,0,0,compas
Black,25 - 45,M,Public Order,Other Public Order,0,0,0,0,0,compas
White,Greater than 45,F,Drug,Trafficking,1,17,0,0,0,iowa
White,25 - 45,M,Property,Theft,0,7,0,0,0,iowa
White,Greater than 45,F,Violent,Assault,1,0,0,0,0,iowa
White,25 - 45,F,Violent,Sex,0,1,0,0,0,iowa
Black,25 - 45,F,Drug,Other Drug,1,1,0,0,0,compas
White,Less than 25,F,Property,Forgery/Fraud,1,2,0,0,0,iowa
White,25 - 45,F,Property,Vandalism,0,0,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,0,0,1,0,iowa
White,Greater than 45,M,Violent,Assault,0,2,0,0,0,iowa
White,Less than 25,F,Drug,Trafficking,0,1,0,0,0,iowa
Black,Greater than 45,F,Property,Theft,0,18,0,0,0,compas
White,Greater than 45,F,Public Order,OWI,0,13,0,0,0,iowa
Hispanic,25 - 45,M,Public Order,Traffic,0,1,0,0,0,compas
White,Greater than 45,F,Property,Burglary,0,0,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,1,0,0,0,iowa
White,25 - 45,M,Property,Theft,0,3,0,0,0,iowa
White,25 - 45,F,Public Order,OWI,0,8,0,0,0,iowa
Black,25 - 45,M,Drug,Drug Possession,0,0,0,0,0,iowa
Black,25 - 45,F,Property,Burglary,0,2,0,0,0,iowa
Black,Less than 25,M,Public Order,Traffic,0,3,0,0,0,iowa
White,25 - 45,F,Public Order,OWI,1,11,0,0,0,compas
White,Greater than 45,F,Public Order,OWI,0,2,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,2,0,0,0,iowa
Black,Less than 25,F,Violent,Assault,0,7,0,2,2,iowa
Hispanic,25 - 45,F,Drug,Trafficking,1,9,0,0,0,iowa
Native American,Less than 25,M,Public Order,Traffic,1,0,0,0,2,iowa
White,25 - 45,F,Violent,Sex,0,0,0,0,0,iowa
Hispanic,25 - 45,F,Property,Theft,0,0,0,0,0,compas
Black,25 - 45,F,Drug,Trafficking,0,6,0,0,0,iowa
White,25 - 45,F,Property,Vandalism,0,2,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,4,0,0,0,iowa
White,Less than 25,F,Violent,Sex,1,0,0,0,0,iowa
White,Greater than 45,F,Property,Forgery/Fraud,0,4,0,0,0,iowa
Hispanic,25 - 45,F,Drug,Trafficking,0,1,0,0,0,iowa
Hispanic,25 - 45,F,Drug,Trafficking,0,3,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,1,0,0,0,iowa
White,25 - 45,F,Violent,Assault,1,1,3,0,0,iowa
Black,25 - 45,F,Drug,Drug Possession,1,19,0,0,0,compas
White,Less than 25,M,Public Order,OWI,0,1,0,0,0,iowa
White,Less than 25,M,Violent,Assault,1,2,0,0,0,iowa
White,25 - 45,M,Violent,Assault,0,4,0,0,0,compas
White,25 - 45,F,Property,Burglary,0,0,0,0,0,iowa
Black,Greater than 45,F,Other,Other Criminal,0,3,0,0,0,compas
White,25 - 45,F,Drug,Trafficking,1,0,0,0,0,iowa
Black,25 - 45,M,Property,Theft,0,9,0,0,0,iowa
White,Less than 25,F,Property,Burglary,0,0,0,0,0,iowa
Hispanic,25 - 45,F,Public Order,OWI,0,19,0,1,0,iowa
White,Greater than 45,F,Public Order,OWI,0,13,0,0,0,iowa
Black,Less than 25,F,Drug,Drug Possession,0,0,0,0,0,compas
Black,Greater than 45,F,Public Order,Flight/Escape,0,3,0,0,0,iowa
Black,25 - 45,F,Other,Other Criminal,1,5,0,0,0,compas
White,Greater than 45,F,Other,Other Criminal,1,0,0,0,0,iowa
White,25 - 45,M,Violent,Assault,0,4,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,3,0,0,0,iowa
White,Greater than 45,M,Drug,Drug Possession,0,2,0,0,0,iowa
White,Less than 25,F,Drug,Trafficking,0,0,0,0,0,iowa
White,25 - 45,F,Violent,Assault,0,23,0,0,0,iowa
White,Less than 25,M,Violent,Assault,1,0,0,0,0,iowa
White,25 - 45,F,Public Order,Weapons,1,0,0,0,0,iowa
White,25 - 45,F,Public Order,Other Public Order,1,9,0,1,0,iowa
Hispanic,Greater than 45,F,Other,Other Criminal,0,18,0,0,0,iowa
White,25 - 45,F,Property,Theft,1,1,0,0,0,iowa
Asian,25 - 45,F,Violent,Assault,1,2,0,2,0,iowa
White,Greater than 45,M,Public Order,Alcohol,1,0,0,0,0,iowa
Black,Less than 25,F,Violent,Assault,0,0,0,0,0,iowa
White,Greater than 45,F,Violent,Assault,0,5,0,0,0,iowa
White,25 - 45,F,Public Order,OWI,0,0,0,1,1,iowa
White,Greater than 45,F,Drug,Trafficking,0,10,0,0,0,iowa
Black,25 - 45,F,Drug,Drug Possession,1,19,0,1,0,compas
Hispanic,25 - 45,M,Public Order,OWI,1,2,0,0,0,compas
Black,Less than 25,F,Property,Theft,1,2,0,0,0,compas
White,25 - 45,F,Violent,Assault,0,6,0,0,0,iowa
White,Greater than 45,M,Public Order,Alcohol,0,4,0,0,0,iowa
Black,25 - 45,F,Property,Theft,1,2,1,0,0,iowa
White,25 - 45,F,Violent,Murder/Manslaughter,0,0,0,0,0,iowa
White,25 - 45,F,Property,Burglary,0,1,0,0,0,iowa
White,25 - 45,F,Other,Other Criminal,0,19,0,0,0,iowa
White,Less than 25,F,Violent,Assault,0,2,0,2,0,iowa
White,Greater than 45,F,Violent,Sex,0,1,0,0,0,iowa
White,25 - 45,M,Property,Theft,0,8,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,6,0,0,0,iowa
White,25 - 45,F,Violent,Sex,1,0,0,0,0,iowa
Other,25 - 45,F,Drug,Other Drug,1,1,0,0,0,compas
White,Greater than 45,F,Other,Other Criminal,1,28,0,0,0,compas
White,25 - 45,F,Drug,Trafficking,0,8,0,0,0,iowa
Black,25 - 45,F,Property,Theft,0,0,0,0,0,compas
White,25 - 45,F,Drug,Trafficking,1,0,2,0,0,iowa
Black,Greater than 45,F,Other,Other Criminal,0,5,0,0,0,compas
Black,25 - 45,F,Other,Other Criminal,1,9,0,0,0,compas
Black,25 - 45,M,Violent,Assault,1,8,0,0,0,compas
Hispanic,Less than 25,F,Violent,Sex,0,1,0,0,0,iowa
White,Less than 25,F,Public Order,OWI,0,0,0,1,0,iowa
Black,Greater than 45,F,Other,Other Criminal,0,3,0,0,0,iowa
White,25 - 45,M,Other,Other Criminal,1,3,0,0,0,compas
White,Greater than 45,F,Drug,Trafficking,0,8,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,0,2,1,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,1,0,0,0,0,iowa
Black,Greater than 45,F,Drug,Drug Possession,1,8,0,0,0,iowa
Black,25 - 45,F,Violent,Assault,0,1,0,0,1,iowa
Black,25 - 45,M,Other,Other Criminal,0,2,0,0,0,compas
Asian,25 - 45,F,Violent,Assault,0,8,0,0,0,iowa
Black,25 - 45,F,Other,Other Criminal,1,6,0,0,0,compas
Black,Less than 25,M,Property,Theft,1,0,0,0,0,compas
White,25 - 45,M,Public Order,Traffic,1,2,0,0,0,iowa
White,Less than 25,F,Property,Burglary,0,0,0,0,1,iowa
Black,25 - 45,F,Public Order,Flight/Escape,1,1,0,0,0,compas
White,Greater than 45,F,Property,Theft,0,24,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,0,1,0,0,iowa
Hispanic,25 - 45,F,Other,Other Criminal,0,9,0,0,0,compas
White,Greater than 45,F,Violent,Other Violent,0,3,0,0,0,iowa
White,25 - 45,F,Property,Forgery/Fraud,0,0,0,0,0,iowa
Black,25 - 45,F,Violent,Assault,1,5,0,0,0,compas
White,25 - 45,F,Drug,Drug Possession,1,5,0,0,0,iowa
White,Greater than 45,F,Public Order,Flight/Escape,1,4,0,0,0,iowa
White,Greater than 45,F,Public Order,Traffic,0,5,0,0,0,iowa
White,Less than 25,F,Property,Theft,1,0,0,0,0,iowa
White,Less than 25,M,Other,Special Sentence Revocation,1,4,0,2,0,iowa
White,25 - 45,M,Public Order,Traffic,1,0,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,15,0,2,0,iowa
White,Less than 25,F,Drug,Trafficking,0,3,0,0,1,iowa
White,Greater than 45,F,Drug,Trafficking,0,2,0,0,0,iowa
White,Less than 25,M,Other,Other Criminal,1,0,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,3,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,2,0,0,0,iowa
Native American,Greater than 45,M,Property,Burglary,0,5,0,0,0,iowa
Hispanic,Greater than 45,M,Violent,Assault,0,0,0,0,0,compas
White,25 - 45,F,Other,Other Criminal,1,2,0,0,0,compas
White,25 - 45,F,Other,Other Criminal,0,23,0,0,0,iowa
Black,25 - 45,F,Property,Theft,1,1,0,0,0,iowa
Black,25 - 45,M,Other,Other Criminal,0,0,0,0,0,compas
White,25 - 45,F,Property,Theft,0,0,0,0,0,iowa
White,25 - 45,F,Property,Burglary,1,2,0,0,0,iowa
Hispanic,Less than 25,F,Drug,Trafficking,0,1,0,0,0,iowa
White,25 - 45,F,Violent,Assault,0,8,0,0,0,iowa
Black,Greater than 45,F,Drug,Drug Possession,1,1,0,0,0,compas
White,Greater than 45,F,Property,Forgery/Fraud,0,17,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,0,0,0,0,iowa
Black,25 - 45,F,Violent,Assault,0,11,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,1,2,1,0,0,iowa
White,25 - 45,M,Violent,Assault,1,0,0,0,0,compas
White,25 - 45,F,Public Order,OWI,0,24,0,0,0,iowa
White,Less than 25,M,Property,Forgery/Fraud,0,0,0,0,0,iowa
Hispanic,Greater than 45,F,Drug,Trafficking,0,2,0,0,0,iowa
White,25 - 45,M,Drug,Trafficking,1,3,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,7,0,0,0,iowa
White,25 - 45,F,Property,Burglary,1,0,0,0,0,iowa
Black,25 - 45,F,Other,Other Criminal,1,1,0,0,0,iowa
Black,25 - 45,F,Other,Other Criminal,0,2,0,0,0,iowa
Black,Greater than 45,M,Public Order,OWI,0,5,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,2,0,0,0,iowa
White,Less than 25,F,Property,Burglary,0,7,0,0,0,iowa
Hispanic,25 - 45,M,Drug,Drug Possession,0,5,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,0,0,0,0,iowa
White,25 - 45,F,Drug,Drug Possession,1,1,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,10,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,0,0,0,0,compas
White,25 - 45,F,Drug,Trafficking,0,11,1,0,0,iowa
White,25 - 45,F,Violent,Robbery,1,9,0,0,0,iowa
White,25 - 45,F,Drug,Other Drug,1,22,0,0,0,iowa
White,25 - 45,F,Violent,Robbery,0,14,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,4,0,0,1,iowa
White,Greater than 45,M,Public Order,OWI,0,0,0,0,0,compas
Black,Less than 25,F,Property,Theft,1,11,0,0,0,compas
White,25 - 45,F,Drug,Drug Possession,0,1,0,0,0,iowa
Native American,25 - 45,F,Violent,Assault,0,1,0,0,1,iowa
White,25 - 45,F,Drug,Trafficking,1,7,0,0,0,iowa
White,Greater than 45,M,Public Order,Alcohol,1,0,0,0,0,iowa
White,25 - 45,F,Violent,Assault,0,6,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,7,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,0,0,0,0,iowa
White,25 - 45,F,Violent,Murder/Manslaughter,0,2,0,0,0,iowa
White,25 - 45,F,Property,Forgery/Fraud,0,0,0,0,0,compas
White,25 - 45,F,Violent,Murder/Manslaughter,1,5,0,0,0,iowa
White,25 - 45,M,Public Order,Alcohol,0,0,0,0,0,iowa
White,25 - 45,F,Public Order,OWI,1,19,0,0,0,iowa
Hispanic,25 - 45,M,Property,Theft,1,9,1,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,3,0,0,0,iowa
Black,Less than 25,F,Drug,Trafficking,0,4,1,0,0,iowa
White,25 - 45,F,Public Order,OWI,0,3,0,0,0,iowa
Black,25 - 45,F,Other,Other Criminal,1,6,0,0,0,compas
White,Less than 25,F,Violent,Assault,1,0,0,0,0,iowa
Black,Greater than 45,M,Violent,Assault,1,9,1,0,0,compas
White,Less than 25,F,Drug,Trafficking,0,1,0,0,0,iowa
White,25 - 45,F,Property,Vandalism,0,0,0,0,0,iowa
Black,Greater than 45,F,Drug,Drug Possession,0,22,0,0,0,iowa
Black,25 - 45,M,Other,Other Criminal,0,1,0,0,0,compas
Black,25 - 45,F,Drug,Other Criminal,1,12,0,0,0,compas
Hispanic,25 - 45,F,Property,Theft,0,0,0,0,0,iowa
White,25 - 45,F,Property,Burglary,0,2,0,0,0,iowa
White,Less than 25,F,Property,Theft,0,2,0,0,0,iowa
Black,Greater than 45,F,Other,Other Criminal,0,23,0,0,0,iowa
White,Greater than 45,F,Property,Burglary,0,1,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,5,0,0,0,iowa
Black,25 - 45,M,Violent,Assault,0,0,0,0,0,compas
Hispanic,Less than 25,F,Violent,Assault,0,0,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,1,0,0,0,iowa
Black,Greater than 45,F,Drug,Drug Possession,0,1,0,0,0,compas
Black,25 - 45,F,Other,Other Criminal,1,14,2,0,0,compas
White,25 - 45,M,Property,Theft,0,0,0,0,0,iowa
White,Less than 25,F,Drug,Other Drug,0,1,0,0,0,compas
White,25 - 45,F,Drug,Drug Possession,1,2,0,0,0,iowa
White,25 - 45,M,Public Order,Traffic,0,2,1,0,0,iowa
White,Less than 25,M,Property,Theft,0,1,0,0,0,iowa
White,Less than 25,F,Drug,Drug Possession,1,3,0,0,1,iowa
Black,25 - 45,F,Drug,Trafficking,0,3,0,0,0,iowa
White,Greater than 45,F,Violent,Murder/Manslaughter,0,38,0,0,0,iowa
Black,25 - 45,M,Violent,Assault,0,1,0,0,0,compas
White,Greater than 45,F,Drug,Trafficking,1,6,0,0,0,iowa
Black,25 - 45,F,Public Order,Traffic,0,10,0,0,0,compas
White,25 - 45,F,Property,Burglary,0,0,0,0,0,iowa
White,Greater than 45,F,Property,Forgery/Fraud,1,0,0,0,0,iowa
White,25 - 45,F,Violent,Murder/Manslaughter,0,3,0,0,0,iowa
White,Greater than 45,F,Property,Theft,1,0,0,0,0,iowa
White,25 - 45,F,Drug,Drug Possession,0,7,0,0,0,iowa
White,Greater than 45,M,Violent,Assault,0,0,0,0,0,iowa
White,Greater than 45,F,Violent,Sex,0,7,0,0,0,iowa
Black,Greater than 45,M,Violent,Assault,0,2,0,0,0,compas
Black,25 - 45,F,Public Order,Traffic,1,11,0,0,0,compas
White,Greater than 45,F,Violent,Murder/Manslaughter,0,10,0,0,0,iowa
White,Less than 25,F,Drug,Trafficking,0,0,0,0,0,iowa
Black,25 - 45,M,Public Order,OWI,0,4,0,1,0,iowa
Black,Greater than 45,F,Violent,Murder/Manslaughter,0,3,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,0,6,0,0,0,iowa
Hispanic,25 - 45,M,Property,Theft,0,22,0,0,0,iowa
Black,25 - 45,F,Property,Burglary,1,3,0,0,0,compas
White,Greater than 45,F,Drug,Trafficking,0,7,0,0,0,iowa
White,Greater than 45,F,Property,Theft,0,7,0,0,0,iowa
White,25 - 45,F,Violent,Sex,0,7,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,1,1,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,4,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,2,0,0,0,iowa
White,Less than 25,F,Property,Burglary,0,4,0,0,0,iowa
Black,25 - 45,M,Public Order,Other Public Order,1,8,2,1,0,compas
White,25 - 45,M,Violent,Assault,1,1,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,0,0,4,0,iowa
Black,Less than 25,F,Public Order,Flight/Escape,0,0,0,0,0,iowa
White,Less than 25,F,Property,Arson,0,1,0,0,1,iowa
White,Less than 25,F,Violent,Other Violent,0,1,0,0,0,iowa
White,Greater than 45,F,Violent,Assault,0,3,0,0,0,iowa
Black,25 - 45,F,Drug,Other Drug,0,4,1,0,2,compas
White,25 - 45,F,Other,Special Sentence Revocation,0,1,0,0,0,iowa
White,25 - 45,F,Violent,Sex,0,4,0,0,0,iowa
White,Greater than 45,F,Violent,Assault,0,1,0,0,0,iowa
White,25 - 45,F,Violent,Sex,1,3,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,3,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,0,0,0,0,iowa
Hispanic,Less than 25,F,Public Order,OWI,0,0,0,0,0,iowa
Hispanic,25 - 45,F,Drug,Trafficking,0,4,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,0,0,0,0,iowa
Hispanic,25 - 45,M,Violent,Assault,1,3,0,0,0,compas
White,25 - 45,F,Other,Other Criminal,1,5,0,0,0,compas
Black,Greater than 45,F,Violent,Other Violent,0,10,0,0,0,iowa
Black,25 - 45,F,Property,Theft,1,6,0,1,0,compas
White,Less than 25,M,Public Order,Other Public Order,0,0,0,0,0,compas
White,25 - 45,F,Drug,Drug Possession,1,4,0,0,0,iowa
White,25 - 45,F,Property,Burglary,0,2,0,0,0,iowa
Black,Less than 25,F,Drug,Other Drug,0,2,0,1,0,compas
Black,Greater than 45,M,Public Order,OWI,0,1,0,0,0,compas
White,25 - 45,F,Property,Burglary,1,0,0,2,2,iowa
White,25 - 45,F,Drug,Trafficking,0,1,0,0,0,iowa
Black,Less than 25,F,Violent,Sex,1,3,0,0,0,iowa
Black,25 - 45,F,Public Order,Traffic,0,2,0,0,0,compas
White,25 - 45,F,Drug,Drug Possession,1,0,0,0,0,compas
Black,25 - 45,F,Property,Theft,1,1,0,0,1,iowa
Hispanic,25 - 45,F,Drug,Other Drug,1,0,0,0,0,compas
White,25 - 45,F,Drug,Trafficking,1,1,0,0,0,iowa
White,Greater than 45,F,Drug,Other Drug,0,20,0,0,0,iowa
White,25 - 45,F,Violent,Assault,0,0,0,0,0,iowa
White,25 - 45,F,Drug,Other Criminal,0,0,0,0,0,compas
White,Greater than 45,F,Drug,Trafficking,0,0,0,0,0,iowa
Black,25 - 45,F,Property,Arson,0,0,0,0,0,iowa
Black,25 - 45,F,Other,Other Criminal,1,4,0,0,0,compas
Hispanic,25 - 45,F,Drug,Trafficking,0,12,0,0,0,iowa
White,Less than 25,F,Property,Burglary,1,2,0,0,0,iowa
Hispanic,Greater than 45,M,Violent,Assault,0,0,0,0,0,iowa
White,25 - 45,F,Property,Burglary,0,5,0,0,0,iowa
Black,25 - 45,M,Violent,Assault,1,3,0,0,0,compas
White,25 - 45,M,Violent,Assault,1,8,1,0,0,iowa
White,Less than 25,F,Property,Burglary,0,1,0,0,0,iowa
Other,25 - 45,F,Public Order,Traffic,0,2,0,0,0,compas
White,25 - 45,F,Property,Theft,0,0,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,0,3,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,4,0,0,0,iowa
White,Greater than 45,F,Violent,Murder/Manslaughter,0,0,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,2,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,6,2,0,0,iowa
White,25 - 45,M,Violent,Assault,0,4,0,0,0,iowa
Black,Greater than 45,F,Drug,Trafficking,0,1,0,0,0,iowa
Hispanic,Less than 25,F,Drug,Trafficking,0,0,0,0,0,iowa
Native American,25 - 45,F,Property,Theft,0,1,0,1,0,iowa
White,25 - 45,M,Violent,Assault,0,0,0,0,0,iowa
White,Greater than 45,F,Other,Other Criminal,0,0,0,0,0,iowa
White,Greater than 45,F,Other,Other Criminal,0,2,0,0,0,compas
Black,Greater than 45,F,Property,Forgery/Fraud,1,10,0,0,0,iowa
White,25 - 45,F,Other,Other Criminal,1,3,0,0,0,iowa
White,Greater than 45,M,Other,Other Criminal,0,1,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,2,0,2,0,iowa
Black,25 - 45,F,Drug,Trafficking,0,1,0,1,0,iowa
White,25 - 45,M,Violent,Assault,0,0,0,0,0,compas
Hispanic,25 - 45,F,Property,Vandalism,0,1,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,0,0,0,0,iowa
Native American,25 - 45,F,Property,Theft,1,2,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,5,0,0,0,iowa
White,25 - 45,F,Drug,Drug Possession,0,8,0,0,0,iowa
Black,Less than 25,M,Violent,Assault,0,0,0,0,0,iowa
White,25 - 45,M,Other,Other Criminal,1,5,0,0,0,compas
White,25 - 45,F,Property,Forgery/Fraud,1,6,0,0,0,iowa
White,Greater than 45,F,Public Order,OWI,0,18,0,0,0,iowa
White,25 - 45,F,Drug,Other Drug,1,9,0,0,0,compas
White,25 - 45,F,Violent,Sex,0,29,0,0,0,iowa
Native American,25 - 45,F,Property,Burglary,1,0,0,1,0,iowa
White,25 - 45,F,Property,Burglary,1,0,0,0,0,iowa
Other,Greater than 45,F,Violent,Other Violent,0,1,0,0,0,compas
Black,Less than 25,F,Property,Theft,0,0,0,0,0,compas
White,Greater than 45,F,Drug,Drug Possession,0,4,0,0,0,iowa
Black,25 - 45,F,Violent,Assault,1,1,0,0,0,iowa
White,25 - 45,F,Property,Arson,1,3,0,0,0,iowa
White,Less than 25,M,Violent,Kidnap,0,4,0,0,0,iowa
